manufactered_date,brand,series,model,name,categories,for_brand,for_lens_model,with_adapter,zooms_primes,focal_lengths,special_designs,filter_thread,brand_lens_hood,dimensions,format_compatibility,,,,,,,,,,,,,
4/2/14,Tokina,Cinema,TC-168,Cinema 16-28mm T3.0,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,16-28mm,,112mm,,"4.49 x 5.67"" (114 x 144mm)",,,,,,,,,,,,,,
4/2/14,Tokina,Cinema,TC-168,Cinema 16-28mm T3.0,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,16-28mm,,112mm,,"4.49 x 5.67"" (114 x 144mm)",,,,,,,,,,,,,,
11/3/15,Tokina,Cinema,TC-168,Cinema 16-28mm T3.0,Digital Cine Lenses,Sony,E Mount,,Zoom Lenses,16-28mm,,112mm,,"4.49 x 5.67"" (114 x 144mm)",,,,,,,,,,,,,,
2/3/15,Tokina,Cinema,TC-535,Cinema 50-135mm T3.0,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,50-135mm,,112mm,,"4.49 x 6.12"" (114 x 155.5mm)",,,,,,,,,,,,,,
2/3/15,Tokina,Cinema,TC-535,Cinema 50-135mm T3.0,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,50-135mm,,112mm,,"4.49 x 6.26"" (114 x 159mm)",,,,,,,,,,,,,,
11/3/15,Tokina,Cinema,TC-M100,Cinema AT-X 100mm T2.9 Macro,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,100mm,Macro,82mm,,"3.5 x 5.77"" (88 x 146.5 mm)",,,,,,,,,,,,,,
11/3/15,Tokina,Cinema,TC-M100,Cinema AT-X 100mm T2.9 Macro,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,100mm,Macro,82mm,,"3.5 x 6.69"" (88 x 170mm)",,,,,,,,,,,,,,
11/3/15,Tokina,Cinema,TC-M100,Cinema AT-X 100mm T2.9 Macro,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,100mm,Macro,82mm,,,,,,,,,,,,,,,,
11/3/15,Tokina,Cinema,TC-M100,Cinema AT-X 100mm T2.9 Macro,Digital Cine Lenses,Universal,PL Mount,,Prime Lenses,100mm,Macro,82mm,,,,,,,,,,,,,,,,
11/3/15,Tokina,Cinema,TC-M100,Cinema AT-X 100mm T2.9 Macro,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,100mm,Macro,82mm,,"3.5 x 6.78"" (88 x 172.2 mm)",,,,,,,,,,,,,,
9/12/16,Tokina,FiRIN,,FiRIN 20mm f/2 FE MF,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,20mm,,62mm,,"Approx. 2.72 x 3.21"" (69 x 81.5 mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
7/17/12,Tokina,,,Reflex 300mm f/6.3 MF Macro ,Mirrorless System Lenses,Universal,T-Mount,,Prime Lenses,300mm,Macro,55mm,BH-552,"2.17 x 2.60"" (55.12 x 66.04mm)",,,,,,,,,,,,,,
4/14/16,Venus Optics,Laowa,VE10520,Laowa 105mm f/2 Smooth Trans Focus,SLR Lenses,Canon,Canon EF,,Prime Lenses,105mm,,67mm,x,"Approx. 2.99 x 3.89"" (76 x 98.9 mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/16/16,Venus Optics,Laowa,VE10520,Laowa 105mm f/2 Smooth Trans Focus,SLR Lenses,Nikon,Nikon F,,Prime Lenses,105mm,,67mm,x,"Approx. 2.99 x 3.89"" (76 x 98.9 mm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
3/16/16,Venus Optics,Laowa,VE10520,Laowa 105mm f/2 Smooth Trans Focus,SLR Lenses,Pentax,Pentax K,,Prime Lenses,105mm,,67mm,x,"Approx. 2.99 x 3.89"" (76 x 98.9 mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
3/16/16,Venus Optics,Laowa,VE10520,Laowa 105mm f/2 Smooth Trans Focus,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,105mm,,67mm,x,"Approx. 2.99 x 3.89"" (76 x 98.9 mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
3/16/16,Venus Optics,Laowa,VE10520,Laowa 105mm f/2 Smooth Trans Focus,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,105mm,,67mm,x,"Approx. 2.99 x 3.89"" (76 x 98.9 mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
9/20/16,Venus Optics,Laowa,VE1228,Laowa 12mm f/2.8 Zero-D,SLR Lenses,Canon,Canon EF,,Prime Lenses,12mm,,None,x,"Approx. 2.94 x 3.26"" (74.8 x 82.8 mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
9/20/16,Venus Optics,Laowa,VE1228,Laowa 12mm f/2.8 Zero-D,SLR Lenses,Nikon,Nikon F,,Prime Lenses,12mm,,None,x,"Approx. 2.94 x 3.26"" (74.8 x 82.8 mm)",Nikon FX/35mm Film,,,,,,,,,,,,,
9/20/16,Venus Optics,Laowa,VE1228,Laowa 12mm f/2.8 Zero-D,SLR Lenses,Pentax,Pentax K,,Prime Lenses,12mm,,None,x,"Approx. 2.94 x 3.26"" (74.8 x 82.8 mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
9/20/16,Venus Optics,Laowa,VE1228,Laowa 12mm f/2.8 Zero-D,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,12mm,,None,x,"Approx. 2.94 x 3.26"" (74.8 x 82.8 mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
9/20/16,Venus Optics,Laowa,VE1228,Laowa 12mm f/2.8 Zero-D,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,12mm,,None,x,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
6/29/15,Venus Optics,Laowa,VE1540,Laowa 15mm f/4 Macro,SLR Lenses,Canon,Canon EF,,Prime Lenses,15mm,Macro,77mm,x,"3.30 x 2.55"" (83.8 x 64.7mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
6/29/15,Venus Optics,Laowa,VE1540,Laowa 15mm f/4 Macro,SLR Lenses,Nikon,Nikon F,,Prime Lenses,15mm,Macro,77mm,x,"3.30 x 2.55"" (83.8 x 64.7mm)",35mm Film / Full-Frame Digital Sensor Nikon DX,,,,,,,,,,,,,
6/29/15,Venus Optics,Laowa,VE1540,Laowa 15mm f/4 Macro,SLR Lenses,Pentax,Pentax K,,Prime Lenses,15mm,Macro,77mm,x,"3.30 x 2.55"" (83.8 x 64.7mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
6/29/15,Venus Optics,Laowa,VE1540,Laowa 15mm f/4 Macro,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,15mm,Macro,77mm,x,"3.30 x 2.55"" (83.8 x 64.7mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
6/29/15,Venus Optics,Laowa,VE1540,Laowa 15mm f/4 Macro,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,15mm,Macro,77mm,x,"3.30 x 2.55"" (83.8 x 64.7mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
3/3/15,Venus Optics,Laowa,VEN6028,Laowa 60mm f/2.8 2X Ultra-Macro,SLR Lenses,Canon,Canon EF,,Prime Lenses,60mm,Macro,62mm,x,"3.74 x 3.03"" (9.5 x 7.7cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/3/15,Venus Optics,Laowa,VEN6028,Laowa 60mm f/2.8 2X Ultra-Macro,SLR Lenses,Nikon,Nikon F,,Prime Lenses,60mm,Macro,62mm,x,"3.74 x 3.03"" (9.5 x 7.7cm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
3/3/15,Venus Optics,Laowa,VEN6028,Laowa 60mm f/2.8 2X Ultra-Macro,SLR Lenses,Pentax,Pentax K,,Prime Lenses,60mm,Macro,62mm,x,"3.74 x 3.03"" (9.5 x 7.7cm)",35mm Film / Full-Frame Digital Sensor Pentax Digital (APS-C),,,,,,,,,,,,,
3/3/15,Venus Optics,Laowa,VEN6028,Laowa 60mm f/2.8 2X Ultra-Macro,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,60mm,Macro,62mm,x,"3.74 x 3.03"" (9.5 x 7.7cm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-12T22,Mini Prime 12mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,12mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-12T22,Mini Prime 12mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,12mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-12T22,Mini Prime 12mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,12mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-16T22,Mini Prime 16mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,16mm,,77mm,x,,,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-16T22,Mini Prime 16mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,16mm,,77mm,x,,,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-16T22,Mini Prime 16mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,16mm,,77mm,x,"Diameter 3.14"" (80 mm)",,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-16T22,Mini Prime 16mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,16mm,,77mm,x,,,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-25T22,Mini Prime 25mm T2.2,Digital Cine Lenses,Universal,C Mount,,Prime Lenses,25mm,,77mm,x,"Diameter 3.14"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-25T22,Mini Prime 25mm T2.2,Digital Cine Lenses,Universal,C Mount,,Prime Lenses,25mm,,77mm,x,"Diameter 3.14"" (80 mm)",,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-25T22,Mini Prime 25mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,25mm,,77mm,x,"Diameter 3.14"" (80 mm)",,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-25T22,Mini Prime 25mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,25mm,,77mm,x,"Diameter 3.14"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-25T22,Mini Prime 25mm T2.2,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,25mm,,77mm,x,"Diameter 3.14"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-25T22,Mini Prime 25mm T2.2,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,25mm,,77mm,x,"Diameter 3.14"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-35T22,Mini Prime 35mm T2.2,Digital Cine Lenses,Universal,C-Mount,,Prime Lenses,35mm,,77mm,x,"3.15 x 3.6"" (80 x 90.4mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-35T22,Mini Prime 35mm T2.2,Digital Cine Lenses,Universal,C-Mount,,Prime Lenses,35mm,,77mm,x,"3.15 x 3.6"" (80 x 90.4mm)",,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-35T22,Mini Prime 35mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,35mm,,77mm,x,"3.15 x 3.6"" (80 x 90.4mm)",,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-35T22,Mini Prime 35mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,35mm,,77mm,x,"3.15 x 3.6"" (80 x 90.4mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-35T22,Mini Prime 35mm T2.2,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,35mm,,77mm,x,"3.15 x 3.6"" (80 x 90.4mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-35T22,Mini Prime 35mm T2.2,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,35mm,,77mm,x,"3.15 x 3.6"" (80 x 90.4mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-50T22,Mini Prime 50mm T2.2,Digital Cine Lenses,Universal,C-Mount,,Prime Lenses,50mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-50T22,Mini Prime 50mm T2.2,Digital Cine Lenses,Universal,C-Mount,,Prime Lenses,50mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-50T22,Mini Prime 50mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,50mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
3/27/15,Veydra,Mini Prime,V1-50T22,Mini Prime 50mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,50mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-50T22,Mini Prime 50mm T2.2,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,50mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-50T22,Mini Prime 50mm T2.2,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,50mm,,77mm,x,"Diameter 3.15"" (80 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-85T22,Mini Prime 85mm T2.2,Digital Cine Lenses,Universal,C-Mount,,Prime Lenses,85mm,,77mm,x,"3.15 x 4.5"" (80 x 114 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-85T22,Mini Prime 85mm T2.2,Digital Cine Lenses,Universal,C-Mount,,Prime Lenses,85mm,,77mm,x,"3.15 x 4.5"" (80 x 114 mm)",,,,,,,,,,,,,,
7/1/15,Veydra,Mini Prime,V1-85T22,Mini Prime 85mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,85mm,,77mm,x,"3.15 x 4.5"" (80 x 114 mm)",,,,,,,,,,,,,,
7/1/15,Veydra,Mini Prime,V1-85T22,Mini Prime 85mm T2.2,Digital Cine Lenses,Universal,T-Mount,,Prime Lenses,85mm,,77mm,x,"3.15 x 4.5"" (80 x 114 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-85T22,Mini Prime 85mm T2.2,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,85mm,,77mm,x,"3.15 x 4.5"" (80 x 114 mm)",,,,,,,,,,,,,,
10/7/15,Veydra,Mini Prime,V1-85T22,Mini Prime 85mm T2.2,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,85mm,,77mm,x,"3.15 x 4.5"" (80 x 114 mm)",,,,,,,,,,,,,,
10/24/06,Vivitar,,,100mm f/3.5 Macro,SLR Lenses,Canon,Canon FD,,Prime Lenses,100mm,Macro,49mm,x,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Vivitar,,,100mm f/3.5 Macro,SLR Lenses,"Contax, Yashica",Contex,,Prime Lenses,100mm,Macro,49mm,x,,,,,,,,,,,,,,,
11/15/11,Vivitar,,VIV-35MM,35mm f/1.4 Aspherical,SLR Lenses,Canon,Canon EF,,Prime Lenses,35mm,,77mm,x,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
11/15/11,Vivitar,,VIV-35MM,35mm f/1.4 Aspherical,SLR Lenses,Nikon,Nikon F,,Prime Lenses,35mm,,77mm,x,,,,,,,,,,,,,,,
11/15/11,Vivitar,,VIV-35MM,35mm f/1.4 Aspherical,SLR Lenses,Pentax,Pentax K,,Prime Lenses,35mm,,77mm,x,,,,,,,,,,,,,,,
11/15/11,Vivitar,,VIV-35MM,35mm f/1.4 Aspherical,SLR Lenses,Sony,Sony A,,Prime Lenses,35mm,,77mm,x,,,,,,,,,,,,,,,
8/7/09,Vivitar,,VIV-500-6.3,500mm f/6.3 Mirror,SLR Lenses,Universal,T-Mount,,Prime Lenses,500mm,Mirror,"Front: 95mm
Rear: 34mm",x,,,,,,,,,,,,,,,
8/2/12,Vivitar,,500MR ,500mm f/6.3 Mirror,SLR Lenses,Universal,T-mount (T-thread),,Prime Lenses,500mm,Mirror,"Front: 95mm
Rear: 34mm",x,,,,,,,,,,,,,,,
7/31/12,Vivitar,,,500mm f/8,SLR Lenses,Universal,T-mount (T-thread),,Prime Lenses,500mm,,67mm,x,"2.76 x 11.73"" (70 x 298mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
6/5/12,Vivitar,,,500mm f/8 Mirror,SLR Lenses,Universal,T-Mount,,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
1/20/02,Vivitar,,,600-1000mm f/9.9,SLR Lenses,Universal,T-Mount,,Zoom Lenses,600-1000mm,,72mm,x,,,,,,,,,,,,,,,
7/31/12,Vivitar,,,650-1300mm f/8,SLR Lenses,Universal,T-mount (T-thread),,Zoom Lenses,650-1300mm,,95mm,Included,"4.1 x 23.3"" (10.41 x 59.18cm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
2/5/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Universal,T-Mount,,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",,,,,,,,,,,,,,
1/28/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Canon,T-Mount (T-thread),Canon FD,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
2/6/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Canon,T-Mount (T-thread),Canon EF ,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
1/28/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,"Contax, Yashica",T-Mount,,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",,,,,,,,,,,,,,
2/6/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Minolta,"T-Mount, Minolta MD",,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",,,,,,,,,,,,,,
1/28/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Sony,Sony Alpha / Minolta,,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",,,,,,,,,,,,,,
1/28/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",,,,,,,,,,,,,,
1/28/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Olympus,Olympus OM / T-Mount,,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",,,,,,,,,,,,,,
1/28/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Pentax,Pentax K,,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",,,,,,,,,,,,,,
2/6/09,Vivitar,,,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Pentax,Pentax,,Zoom Lenses,650-1300mm,,95mm,x,"5.0 x 19.75"" (12.70 x 50.17 cm)",,,,,,,,,,,,,,
7/31/12,Vivitar,,800MR ,800mm f/8 Mirror,SLR Lenses,Universal,T-Mount,,Prime Lenses,800mm,Mirror,"Front:105mm
Rear:30.5mm",x,,,,,,,,,,,,,,,
6/30/10,Vivitar,Series 1,VIV13MM,Series 1 13mm f/2.8 Ultra Wide Aspherical,SLR Lenses,Canon,Canon EF,,Prime Lenses,13mm,Wide-Angle,None,x,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
6/30/10,Vivitar,Series 1,VIV13MM,Series 1 13mm f/2.8 Ultra Wide Aspherical,SLR Lenses,Nikon,Nikon F,,Prime Lenses,13mm,Wide-Angle,None,x,,,,,,,,,,,,,,,
6/30/10,Vivitar,Series 1,VIV13MM,Series 1 13mm f/2.8 Ultra Wide Aspherical,SLR Lenses,Pentax,Wide,,Prime Lenses,13mm,Wide-Angle,None,x,,,,,,,,,,,,,,,
6/30/10,Vivitar,Series 1,VIV13MM,Series 1 13mm f/2.8 Ultra Wide Aspherical,SLR Lenses,Sony,Sony A,,Prime Lenses,13mm,Wide-Angle,None,x,,,,,,,,,,,,,,,
10/24/06,Vivitar,Series 1,,Series 1 19-35mm f/3.5-4.5 Super Wide-Angle,SLR Lenses,Canon,Canon FD,,Zoom Lenses,19-35mm,,77mm,Included,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Vivitar,Series 1,,Series 1 19-35mm f/3.5-4.5 Super Wide-Angle,SLR Lenses,Pentax,KA Mount,,Zoom Lenses,19-35mm,,77mm,Included,,,,,,,,,,,,,,,
9/21/09,Vivitar,Series 1,,Series 1 500mm f/6.3 Mirror,SLR Lenses,Canon,Canon FD,,Prime Lenses,500mm,Mirror,None,None,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
9/21/09,Vivitar,Series 1,,Series 1 500mm f/6.3 Mirror,SLR Lenses,Canon,?,,Prime Lenses,500mm,Mirror,None,None,,,,,,,,,,,,,,,
9/21/09,Vivitar,Series 1,,Series 1 500mm f/6.3 Mirror,SLR Lenses,Minolta,Minolta MD,,Prime Lenses,500mm,Mirror,None,None,,,,,,,,,,,,,,,
9/21/09,Vivitar,Series 1,,Series 1 500mm f/6.3 Mirror,SLR Lenses,Sony,Sony Alpha / Minolta,,Prime Lenses,500mm,Mirror,None,None,,,,,,,,,,,,,,,
9/21/09,Vivitar,Series 1,,Series 1 500mm f/6.3 Mirror,SLR Lenses,Nikon,Nikon F,,Prime Lenses,500mm,Mirror,None,None,,,,,,,,,,,,,,,
9/21/09,Vivitar,Series 1,,Series 1 500mm f/6.3 Mirror,SLR Lenses,Olympus,Olympus,,Prime Lenses,500mm,Mirror,None,None,,,,,,,,,,,,,,,
9/21/09,Vivitar,Series 1,,Series 1 500mm f/6.3 Mirror,SLR Lenses,Pentax,Pentax K,,Prime Lenses,500mm,Mirror,None,None,,,,,,,,,,,,,,,
9/21/09,Vivitar,Series 1,,Series 1 500mm f/6.3 Mirror,SLR Lenses,Pentax,Pentax,,Prime Lenses,500mm,Mirror,None,None,,,,,,,,,,,,,,,
1/26/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Universal,T-Mount,,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,"4.25 x6.50"" (10.80 x 16.51 cm)",,,,,,,,,,,,,,
2/9/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Canon,T-Mount (T-thread),Canon EF ,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
2/5/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Nikon,Nikon F,,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
2/5/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Canon,T-Mount (T-thread),Canon FD,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
2/5/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Contax / Yashica,T-Mount,,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
2/5/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Minolta,"T-Mount, Minolta MD",,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
2/9/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Sony,Sony Alpha / Minolta,,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
2/5/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Olympus,Olympus OM / T-Mount,,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
2/5/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Pentax,Pentax K,,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
2/9/09,Vivitar,Series 1,,Series 1 500mm f/8 Mirror,SLR Lenses,Pentax,Pentax,,Prime Lenses,500mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
6/3/09,Vivitar,Series 1,7MM,Series 1 7mm f/3.5 Fisheye,SLR Lenses,Canon,Canon EF,,Prime Lenses,7mm,Fisheye,None,x,,APS-C,,,,,,,,,,,,,
6/3/09,Vivitar,Series 1,7MM,Series 1 7mm f/3.5 Fisheye,SLR Lenses,Nikon,Nikon F,,Prime Lenses,7mm,Fisheye,None,x,,,,,,,,,,,,,,,
6/3/09,Vivitar,Series 1,7MM,Series 1 7mm f/3.5 Fisheye,SLR Lenses,Sony,Sony Alpha / Minolta,,Prime Lenses,7mm,Fisheye,None,x,,,,,,,,,,,,,,,
10/1/09,Vivitar,Series 1,7MM,Series 1 7mm f/3.5 Fisheye,SLR Lenses,Pentax,Pentax K,,Prime Lenses,7mm,Fisheye,None,x,"4.0 x 5.0"" (10.16 x 12.70cm)",Pentax Digital (APS-C),,,,,,,,,,,,,
1/26/09,Vivitar,Series 1,,Series 1 800mm f/8 Mirror,SLR Lenses,Universal,T-Mount,,Prime Lenses,800mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
2/5/09,Vivitar,Series 1,,Series 1 800mm f/8 Mirror,SLR Lenses,Canon,T-Mount (T-thread),Canon FD,Prime Lenses,800mm,Mirror,Rear: 30.5mm,x,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
2/9/09,Vivitar,Series 1,,Series 1 800mm f/8 Mirror,SLR Lenses,Canon,T-Mount (T-thread),Canon EF ,Prime Lenses,800mm,Mirror,Rear: 30.5mm,x,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
2/9/09,Vivitar,Series 1,,Series 1 800mm f/8 Mirror,SLR Lenses,Contax / Yashica,T-Mount,,Prime Lenses,800mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
2/5/09,Vivitar,Series 1,,Series 1 800mm f/8 Mirror,SLR Lenses,Minolta,"T-Mount, Minolta MD",,Prime Lenses,800mm,Mirror,Rear: 30.5mm,x,,,,,,,,,,,,,,,
