manufactered_date,brand,series,model,name,categories,for_brand,for_lens_model,with_adapter,zooms_primes,focal_lengths,special_designs,filter_thread,brand_lens_hood,dimensions,format_compatibility,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di,AF05,SP AF 17-35mm f/2.8-4 Di LD Aspherical IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,17-35mm,,77mm,RHAFA05,,,,,,,,,,,,,,,
9/18/09,Tamron,,AFB005,SP AF 17-50mm f/2.8 XR Di II VC LD Aspherical IF,SLR Lenses,Canon,Canon EF,,Zoom Lenses,17-50mm,,72mm,AB003,"3.13 x 3.7"" (7.95 x 9.40cm)",APS-C,,,,,,,,,,,,,
9/18/09,Tamron,Tamron Di II,AFB005,SP AF 17-50mm f/2.8 XR Di II VC LD Aspherical IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,17-50mm,,72mm,AB003,"3.13 x 3.7"" (7.95 x 9.40cm)",Nikon DX FX in DX Crop Mode,,,,,,,,,,,,,
10/24/06,Tamron,,AF016,SP AF 17-50mm f/2.8 XR Di-II LD Aspherical IF,SLR Lenses,Canon,Canon EF,,Zoom Lenses,17-50mm,,67mm,DA09,"2.9 x 3.2"" (7.37 x 8.13cm)",APS-C,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di II,AF016,SP AF 17-50mm f/2.8 XR Di-II LD Aspherical IF,SLR Lenses,"Sony, Minolta","Sony Alpha, Minolta AF",,Zoom Lenses,17-50mm,,67mm,DA09,"2.9 x 3.2"" (7.37 x 8.13cm)",DSLR (APS-C Sensor),,,,,,,,,,,,,
3/14/08,Tamron,Tamron Di II,AF016,SP AF 17-50mm f/2.8 XR Di-II LD Aspherical IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,17-50mm,,67mm,DA09,"2.9 x 3.2"" (7.37 x 8.13cm)",Nikon DX FX in DX Crop Mode,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di II,AF016,SP AF 17-50mm f/2.8 XR Di-II LD Aspherical IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,17-50mm,,67mm,DA09,"2.9 x3.2"" (74 x 82mm)",,,,,,,,,,,,,,
3/13/08,Tamron,Tamron Di II,AF016,SP AF 17-50mm f/2.8 XR Di-II LD Aspherical IF,SLR Lenses,Pentax,Pentax K,,Zoom Lenses,17-50mm,,67mm,DA09,"2.9 x 3.2"" (7.37 x 8.13cm)",Pentax Digital (APS-C),,,,,,,,,,,,,
10/24/06,Tamron,,AFB01,SP AF 180mm f/3.5 Di LD IF Macro,SLR Lenses,Canon,Canon EF,,Prime Lenses,180mm,Macro,72mm,RHAF01,"3.3 x 6.5"" (8.38 x 16.51cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di,AFB01,SP AF 180mm f/3.5 Di LD IF Macro,SLR Lenses,"Sony, Minolta","Sony Alpha, Minolta AF",,Prime Lenses,180mm,Macro,72mm,RHAF01,"3.3 x 6.5"" (8.38 x 16.51cm)",35mm Film / Full-Frame Digital Sensor DSLR (APS-C Sensor),,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di,AFB01,SP AF 180mm f/3.5 Di LD IF Macro,SLR Lenses,Nikon,Nikon F,,Prime Lenses,180mm,Macro,72mm,RHAF01,"3.3 x 6.5"" (8.38 x 16.51cm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
10/24/06,Tamron,,AF08,SP AF 200-500mm f/5-6.3 Di LD IF,SLR Lenses,Canon,Canon EF,,Zoom Lenses,200-500mm,,86mm,RHAFA08,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di,AF08,SP AF 200-500mm f/5-6.3 Di LD IF,SLR Lenses,Sony,Sony Alpha / Minolta,,Zoom Lenses,200-500mm,,86mm,RHAFA08,,,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di,AF08,SP AF 200-500mm f/5-6.3 Di LD IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,200-500mm,,86mm,RHAFA08,,,,,,,,,,,,,,,
3/29/99,Tamron,,AF66,SP AF 20-40mm f/2.7-3.5 Aspherical IF,SLR Lenses,Canon,?,,Zoom Lenses,20-40mm,,77mm,1C0FH,,,,,,,,,,,,,,,
3/29/99,Tamron,,AF66,SP AF 20-40mm f/2.7-3.5 Aspherical IF,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,20-40mm,,77mm,1C0FH,,,,,,,,,,,,,,,
3/29/99,Tamron,,AF66,SP AF 20-40mm f/2.7-3.5 Aspherical IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,20-40mm,,77mm,1C0FH,,,,,,,,,,,,,,,
7/2/01,Tamron,,AF90,SP AF 24-135mm f/3.5-5.6 AD Aspherical IF,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-135mm,,72mm,RHAF190,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
7/2/01,Tamron,,AF90,SP AF 24-135mm f/3.5-5.6 AD Aspherical IF,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,24-135mm,,72mm,RHAF190,,,,,,,,,,,,,,,
7/2/01,Tamron,,AF90,SP AF 24-135mm f/3.5-5.6 AD Aspherical IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,24-135mm,,72mm,RHAF190,,,,,,,,,,,,,,,
7/2/01,Tamron,,AF90,SP AF 24-135mm f/3.5-5.6 AD Aspherical IF,SLR Lenses,Pentax,Pentax AF,,Zoom Lenses,24-135mm,,72mm,RHAF190,,,,,,,,,,,,,,,
3/30/99,Tamron,,AF76,SP AF 28-105mm f/2.8 LD Aspherical IF,SLR Lenses,Canon,Canon EF,,Zoom Lenses,28-105mm,,72mm,RHAF276,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/30/99,Tamron,,AF76,SP AF 28-105mm f/2.8 LD Aspherical IF,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,28-105mm,,72mm,RHAF276,,,,,,,,,,,,,,,
3/30/99,Tamron,,AF76,SP AF 28-105mm f/2.8 LD Aspherical IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,28-105mm,,72mm,RHAF276,,,,,,,,,,,,,,,
6/11/09,Tamron,,AFG005,SP AF 60mm f/2 Di-II LD IF Macro,SLR Lenses,Canon,Canon EF,,Prime Lenses,60mm,Macro,55mm,RHAFG005,"2.87 x 3.15"" (73 x 80mm)",APS-C,,,,,,,,,,,,,
9/18/09,Tamron,Tamron Di II,AFG005,SP AF 60mm f/2 Di-II LD IF Macro,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,60mm,Macro,55mm,RHAFG005,"2.87 x 3.15"" (73 x 80mm)",APS-C,,,,,,,,,,,,,
9/18/09,Tamron,Tamron Di II,AFG005,SP AF 60mm f/2 Di-II LD IF Macro,SLR Lenses,Nikon,Nikon F,,Prime Lenses,60mm,Macro,55mm,RHAFG005,"2.87 x 3.15"" (73 x 80mm)",Nikon DX,,,,,,,,,,,,,
1/9/08,Tamron,,AF001,SP AF 70-200mm f/2.8 Di LD IF Macro,SLR Lenses,Canon,Canon EF,,Zoom Lenses,70-200mm,Macro,77mm,RHAFA001,"3.5 x 7.6"" (8.89 x 19.30cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
1/9/08,Tamron,Tamron Di,AF001,SP AF 70-200mm f/2.8 Di LD IF Macro,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,70-200mm,Macro,77mm,RHAFA001,"3.5 x 7.6"" (8.89 x 19.30cm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
1/9/08,Tamron,Tamron Di,AF001,SP AF 70-200mm f/2.8 Di LD IF Macro,SLR Lenses,Pentax,Pentax K,,Zoom Lenses,70-200mm,Macro,77mm,RHAFA001,"3.5 x 7.6"" (8.89 x 19.30cm)",35mm Film / Full-Frame Digital Sensor Pentax Digital (APS-C),,,,,,,,,,,,,
1/9/08,Tamron,Tamron Di,AF001,SP AF 70-200mm f/2.8 Di LD IF Macro,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Zoom Lenses,70-200mm,Macro,77mm,RHAFA001,"3.5 x 7.6"" (8.89 x 19.30cm)",35mm Film / Full-Frame Digital Sensor DSLR (APS-C Sensor),,,,,,,,,,,,,
8/13/10,Tamron,Tamron Di,AFA005,SP AF 70-300mm f/4-5.6 Di USD,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Zoom Lenses,70-300mm,,62mm,HA005,"3.21 x 5.9"" (8.15 x 14.99cm)",35mm Film / Full-Frame Digital Sensor DSLR (APS-C Sensor),,,,,,,,,,,,,
8/13/10,Tamron,,AFA005,SP AF 70-300mm f/4-5.6 Di VC USD,SLR Lenses,Canon,Canon EF,,Zoom Lenses,70-300mm,,62mm,HA005,"3.21 x 5.9"" (8.15 x 14.99cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
8/13/10,Tamron,Tamron Di,AFA005,SP AF 70-300mm f/4-5.6 Di VC USD,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,70-300mm,,62mm,HA005,"3.21 x 5.9"" (8.15 x 14.99cm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
10/24/06,Tamron,,AF272,SP AF 90mm f/2.8 Di Macro,SLR Lenses,Canon,Canon EF,,Prime Lenses,90mm,Macro,55mm,2C9FH,"2.8 x 3.8"" (7.11 x 9.65cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/29/99,Tamron,,AF272,SP AF 90mm f/2.8 Di Macro,SLR Lenses,Canon,Canon EF,,Prime Lenses,90mm,Macro,55mm,2C9FH,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di,AF272,SP AF 90mm f/2.8 Di Macro,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,90mm,Macro,55mm,2C9FH,"2.8 x 3.8"" (7.11 x 9.65cm)",35mm Film / Full-Frame Digital Sensor DSLR (APS-C Sensor),,,,,,,,,,,,,
3/29/99,Tamron,,AF272,SP AF 90mm f/2.8 Di Macro,SLR Lenses,Minolta,Minolta Maxxum,,Prime Lenses,90mm,Macro,55mm,2C9FH,,,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di,AF272,SP AF 90mm f/2.8 Di Macro,SLR Lenses,Nikon,Nikon F,,Prime Lenses,90mm,Macro,55mm,2C9FH,"2.8 x 3.8"" (7.11 x 9.65cm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
3/29/99,Tamron,,AF272,SP AF 90mm f/2.8 Di Macro,SLR Lenses,Nikon,Nikon F,,Prime Lenses,90mm,Macro,55mm,2C9FH,,,,,,,,,,,,,,,
10/24/06,Tamron,Tamron Di,AF272,SP AF 90mm f/2.8 Di Macro,SLR Lenses,Pentax,Pentax K,,Prime Lenses,90mm,Macro,55mm,2C9FH,"2.8 x 3.8"" (7.11 x 9.65cm)",35mm Film / Full-Frame Digital Sensor Pentax Digital (APS-C),,,,,,,,,,,,,
3/29/99,Tamron,,AF272,SP AF 90mm f/2.8 Di Macro,SLR Lenses,Pentax,Pentax AF,,Prime Lenses,90mm,Macro,55mm,2C9FH,,,,,,,,,,,,,,,
11/13/00,Tokina,,,100-300mm f/4 AT-X II,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-300mm,,77mm,BH-774,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
11/13/00,Tokina,,,100-300mm f/4 AT-X II,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,100-300mm,,77mm,BH-774,,,,,,,,,,,,,,,
11/13/00,Tokina,,,100-300mm f/4 AT-X II,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,100-300mm,,77mm,BH-774,,,,,,,,,,,,,,,
10/24/06,Tokina,,ATXAFM100PRO,100mm f/2.8 AT-X M100 AF Pro D,SLR Lenses,Canon,Canon EF,,Prime Lenses,100mm,Macro,55mm,BH-551,"2.9 x 3.74"" (7.37 x 9.50cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Tokina,,ATXAFM100PRO,100mm f/2.8 AT-X M100 AF Pro D,SLR Lenses,Nikon,Nikon F,,Prime Lenses,100mm,Macro,55mm,BH-551,"2.9 x 3.74"" (7.37 x 9.50cm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
10/31/06,Tokina,Tokina DX,ATXAF107DX,10-17mm f/3.5-4.5 AT-X 107 AF DX Fisheye,SLR Lenses,Canon,Canon EF,,Zoom Lenses,10-17mm,Fisheye,None,,"2.75 x 2.79"" (6.99 x 7.09cm)",APS-C,,,,,,,,,,,,,
10/31/06,Tokina,Tokina DX,ATXAF107DX,10-17mm f/3.5-4.5 AT-X 107 AF DX Fisheye,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,10-17mm,Fisheye,None,,"2.75 x 2.75"" (6.99 x 6.99cm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
3/23/11,Tokina,Tokina DX,ATXAF107DX,10-17mm f/3.5-4.5 AT-X 107 AF DX NH Fisheye,SLR Lenses,Canon,Canon EF,,Zoom Lenses,10-17mm,Fisheye,None,Built-in,"2.75 x 2.79"" (69.85 x 70.87mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/23/11,Tokina,Tokina DX,ATXAF107DX,10-17mm f/3.5-4.5 AT-X 107 AF DX NH Fisheye,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,10-17mm,Fisheye,None,Built-in,"2.75 x 2.79"" (69.85 x 70.87mm)",Nikon DX Nikon FX/35mm Film,,,,,,,,,,,,,
4/1/08,Tokina,Tokina DX,ATX116PRODX,11-16mm f/2.8 AT-X 116 Pro DX,SLR Lenses,Canon,Canon EF-S,,Zoom Lenses,11-16mm,,77mm,BH-77B,,APS-C,,,,,,,,,,,,,
4/1/08,Tokina,Tokina DX,ATX116PRODX,11-16mm f/2.8 AT-X 116 Pro DX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,11-16mm,,77mm,BH-77B,,,,,,,,,,,,,,,
4/22/10,Tokina,Tokina DX,ATX116PRODX,11-16mm f/2.8 AT-X 116 Pro DX,SLR Lenses,Sony,Sony Alpha,,Zoom Lenses,11-16mm,,77mm,BH-77B,,,,,,,,,,,,,,,
7/17/12,Tokina,Tokina DX-II,ATXAF116DXII,11-16mm f/2.8 AT-X 116 PRO DX-II,SLR Lenses,Canon,Canon EF-S,,Zoom Lenses,11-16mm,,77mm,BH-77B ,"3.31 x 3.51"" (84 x 89.2mm)",APS-C,,,,,,,,,,,,,
7/17/12,Tokina,Tokina DX-II,ATXAF116DXII,11-16mm f/2.8 AT-X 116 PRO DX-II,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,11-16mm,,77mm,BH-77B ,"3.31 x 3.51"" (84 x 89.2mm)",Nikon DX,,,,,,,,,,,,,
12/5/13,Tokina,Tokina DX-II,ATXAF116DXII,11-16mm f/2.8 AT-X 116 PRO DX-II,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Zoom Lenses,11-16mm,,77mm,BH-77B ,"3.31 x 3.51"" (84 x 89.2mm)",DSLR (APS-C Sensor),,,,,,,,,,,,,
9/29/14,Tokina,Tokina DX,ATXAF120DX,11-20mm f/2.8 AT-X PRO DX,SLR Lenses,Canon,Canon EF,,Zoom Lenses,11-20mm,,82mm,BH-821,"3.50 x 3.62"" (89 x 92mm)",APS-C,,,,,,,,,,,,,
9/29/14,Tokina,Tokina DX,ATXAF120DX,11-20mm f/2.8 AT-X PRO DX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,11-20mm,,82mm,BH-821,"3.50 x 3.62"" (89 x 92mm)",Nikon DX,,,,,,,,,,,,,
10/24/06,Tokina,Tokina DX,ATXAF124DX,12-24mm f/4 AT-X 124 AF Pro DX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,12-24mm,,77mm,BH-779,,,,,,,,,,,,,,,
12/11/08,Tokina,Tokina DX-II,ATX124DXII,12-24mm f/4 AT-X 124 AF Pro DX II,SLR Lenses,Canon,Canon EF-S,,Zoom Lenses,12-24mm,,77mm,BH-777,,APS-C,,,,,,,,,,,,,
12/11/08,Tokina,Tokina DX-II,ATX124DXII,12-24mm f/4 AT-X 124 AF Pro DX II,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,12-24mm,,77mm,BH-777,,,,,,,,,,,,,,,
2/17/09,Tokina,,ATX124DXII,12-24mm f/4 AT-X 124 AF Pro DX II,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,12-24mm,,77mm,BH-777,,,,,,,,,,,,,,,
4/29/13,Tokina,Tokina DX,ATXAF128DX,12-28mm f/4 AT-X Pro DX,SLR Lenses,Canon,Canon EF-S,,Zoom Lenses,12-28mm,,77mm,BH-77B ,"3.31 x 3.55"" (84 x 90.2mm)",APS-C,,,,,,,,,,,,,
4/29/13,Tokina,Tokina DX,ATXAF128DX,12-28mm f/4 AT-X Pro DX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,12-28mm,,77mm,BH-77B ,"3.31 x 3.55"" (84 x 90.2mm)",Nikon DX,,,,,,,,,,,,,
1/4/16,Tokina,,ATXAF140DX,14-20mm f/2 AT-X PRO DX,SLR Lenses,Canon,Canon EF,,Zoom Lenses,14-20mm,,82mm,BH-823,"3.50 x 4.17"" (89 x 106mm)",APS-C,,,,,,,,,,,,,
1/4/16,Tokina,,ATXAF140DX,14-20mm f/2 AT-X PRO DX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,14-20mm,,82mm,BH-823,"3.50 x 4.17"" (89 x 106mm)",Nikon DX,,,,,,,,,,,,,
9/22/09,Tokina,Tokina DX,ATXAF635DX,16.5-135mm f/3.5-5.6 AT-X DX AF,SLR Lenses,Canon,Canon EF-S,,Zoom Lenses,16.5-135mm,,77mm,BH-777,,APS-C,,,,,,,,,,,,,
9/22/09,Tokina,Tokina DX,ATXAF635DX,16.5-135mm f/3.5-5.6 AT-X DX AF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,16.5-135mm,,77mm,BH-777,,,,,,,,,,,,,,,
9/15/10,Tokina,Tokina FX,ATXAF168FX,16-28mm f/2.8 AT-X Pro FX,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-28mm,,None,,"3.54 x 5.25"" (8.99 x 13.34cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
9/15/10,Tokina,Tokina FX,ATXAF168FX,16-28mm f/2.8 AT-X Pro FX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,16-28mm,,None,,"3.54 x 5.25"" (8.99 x 13.34cm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
5/30/07,Tokina,Tokina DX,ATX165PRODX,16-50mm f/2.8 AT-X 165 PRO DX,SLR Lenses,Canon,Canon EF-S,,Zoom Lenses,16-50mm,,77mm,BH-777,,APS-C,,,,,,,,,,,,,
5/30/07,Tokina,Tokina DX,ATX165PRODX,16-50mm f/2.8 AT-X 165 PRO DX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,16-50mm,,77mm,BH-777,,,,,,,,,,,,,,,
9/23/11,Tokina,Tokina FX,ATXAF175FX,17-35mm f/4 AT-X Pro FX,SLR Lenses,Canon,Canon EF,,Zoom Lenses,17-35mm,,82mm,BH-777,"3.5 x 3.7"" (8.89 x 9.40cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
9/23/11,Tokina,Tokina FX,ATXAF175FX,17-35mm f/4 AT-X Pro FX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,17-35mm,,82mm,BH-777,"3.5 x 3.7"" (8.89 x 9.40cm)",Nikon FX/35mm Film,,,,,,,,,,,,,
4/19/00,Tokina,,,17mm f/3.5 AT-X 17AF Pro,SLR Lenses,Canon,Canon EF,,Prime Lenses,17mm,,72mm,BH773,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
4/19/00,Tokina,,,17mm f/3.5 AT-X 17AF Pro,SLR Lenses,Minolta,Minolta Maxxum,,Prime Lenses,17mm,,72mm,BH773,,,,,,,,,,,,,,,
4/19/00,Tokina,,,17mm f/3.5 AT-X 17AF Pro,SLR Lenses,Nikon,Nikon F,,Prime Lenses,17mm,,72mm,BH773,,,,,,,,,,,,,,,
11/13/00,Tokina,,,19-35mm f/3.5-4.5,SLR Lenses,Canon,?,,Zoom Lenses,19-35mm,,77mm,BH-771,,,,,,,,,,,,,,,
11/13/00,Tokina,,,19-35mm f/3.5-4.5,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,19-35mm,,77mm,BH-771,,,,,,,,,,,,,,,
11/13/00,Tokina,,,19-35mm f/3.5-4.5,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,19-35mm,,77mm,BH-771,,,,,,,,,,,,,,,
11/13/00,Tokina,,,19-35mm f/3.5-4.5,SLR Lenses,Pentax,Pentax AF,,Zoom Lenses,19-35mm,,77mm,BH-771,,,,,,,,,,,,,,,
10/24/06,Tokina,,AF193M,19-35mm f/3.5-4.5,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,19-35mm,,77mm,BH-771,,,,,,,,,,,,,,,
4/19/00,Tokina,,,20-35mm f/2.8 AT-X 235AF Pro IF,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,20-35mm,,77mm,BH-771,,,,,,,,,,,,,,,
4/19/00,Tokina,,,20-35mm f/2.8 AT-X 235AF Pro IF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,20-35mm,,77mm,BH-771,,,,,,,,,,,,,,,
4/19/00,Tokina,,,20-35mm f/2.8 AT-X 235AF Pro IF,SLR Lenses,Pentax,Pentax AF,,Zoom Lenses,20-35mm,,77mm,BH-771,,,,,,,,,,,,,,,
9/29/14,Tokina,Tokina FX,ATXAF247FX,24-70mm f/2.8 AT-X PRO FX,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,,82mm,BH-822,"3.53 x 4.23"" (89.6 x 107.5mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
9/29/14,Tokina,Tokina FX,ATXAF247FX,24-70mm f/2.8 AT-X PRO FX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,24-70mm,,82mm,BH-822,"3.53 x 4.23"" (89.6 x 107.5mm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
10/24/06,Tokina,,,28-105mm f/3.5-4.8,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,28-105mm,,62mm,SH-621,,,,,,,,,,,,,,,
4/19/00,Tokina,,,28-70mm f/2.6-2.8 ATX Pro-II,SLR Lenses,Canon,Canon EF,,Zoom Lenses,28-70mm,Wide-Angle,72mm,MH-773,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
4/19/00,Tokina,,,28-70mm f/2.6-2.8 ATX Pro-II,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,28-70mm,,72mm,MH-773,,,,,,,,,,,,,,,
4/19/00,Tokina,,,28-70mm f/2.6-2.8 ATX Pro-II,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,28-70mm,,72mm,MH-773,,,,,,,,,,,,,,,
4/19/00,Tokina,,,28-70mm f/2.6-2.8 ATX Pro-II,SLR Lenses,Pentax,Pentax AF,,Zoom Lenses,28-70mm,,72mm,MH-773,,,,,,,,,,,,,,,
10/24/06,Tokina,,,28-70mm f/3.9-4.8 II,SLR Lenses,Minolta,Minolta MD,,Zoom Lenses,28-70mm,,55mm,,,,,,,,,,,,,,,,
5/1/00,Tokina,,,28-80mm f/2.8 AT-X 280AF Pro,SLR Lenses,Canon,Canon EF,,Zoom Lenses,28-80mm,,72mm,BH-775,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Tokina,,,28mm f/2.8 Wide-Angle,SLR Lenses,Olympus,Olympus,,Prime Lenses,28mm,Wide-Angle,49mm,None,,,,,,,,,,,,,,,
4/19/00,Tokina,,,300mm f/2.8 AT-X 300AF Pro IRF,SLR Lenses,Canon,Canon EF,,Prime Lenses,300mm,,112mm,MH-112N,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
4/1/08,Tokina,Tokina DX,ATXM35PRODX,35mm f/2.8 AT-X M35 Pro DX,SLR Lenses,Canon,Canon EF-S,,Prime Lenses,35mm,Macro,52mm,MH-522,,APS-C,,,,,,,,,,,,,
11/7/06,Tokina,Tokina DX,ATXAF535DX,50-135mm f/2.8 AT-X 535 PRO DX,SLR Lenses,Canon,Canon EF-S,,Zoom Lenses,50-135mm,,67mm,BH-671,,APS-C,,,,,,,,,,,,,
11/7/06,Tokina,Tokina DX,ATXAF535DX,50-135mm f/2.8 AT-X 535 PRO DX,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,50-135mm,,67mm,BH-671,,,,,,,,,,,,,,,
5/23/14,Tokina,Tokina FX,ATXAF720FX,70-200mm f/4 AT-X PRO FX VCM-S,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,70-200mm,,67mm,BH-672,"3.23 x 6.59"" (82 x 167.5mm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
10/24/06,Tokina,,ATX840AFD,80-400mm f/4.5-5.6 D AT-X 840 AF,SLR Lenses,Canon,Canon EF,,Zoom Lenses,80-400mm,,72mm,BH-725,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
10/24/06,Tokina,,ATX840AFD,80-400mm f/4.5-5.6 D AT-X 840 AF,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,80-400mm,,72mm,BH-725,,,,,,,,,,,,,,,
5/1/00,Tokina,,,AF 28-80mm f/2.8 AT-X 280AF Pro,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,28-80mm,,77mm,BH-773,,,,,,,,,,,,,,,
5/1/00,Tokina,,,AF 28-80mm f/2.8 AT-X 280AF Pro,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,28-80mm,,77mm,BH-773,,,,,,,,,,,,,,,
5/1/00,Tokina,,,AF 28-80mm f/2.8 AT-X 280AF Pro,SLR Lenses,Pentax,Pentax AF,,Zoom Lenses,28-80mm,,77mm,BH-773,,,,,,,,,,,,,,,
4/19/00,Tokina,,,AF 80-200mm f/2.8 AT-X 828AF Pro,SLR Lenses,Canon,Canon EF,,Zoom Lenses,80-200mm,,77mm,BH-773,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
4/19/00,Tokina,,,AF 80-200mm f/2.8 AT-X 828AF Pro,SLR Lenses,Nikon,Nikon F,,Zoom Lenses,80-200mm,,77mm,BH-773,,,,,,,,,,,,,,,
4/19/00,Tokina,,,AF 80-200mm f/2.8 AT-X 828AF Pro,SLR Lenses,Pentax,Pentax AF,,Zoom Lenses,80-200mm,,77mm,BH-773,,,,,,,,,,,,,,,
4/2/14,Tokina,Cinema,TC-116,Cinema 11-16mm T3.0,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,11-16mm,,77mm,BH-77A,"3.3 x 3.8"" (84.0 x 97.0mm)",,,,,,,,,,,,,,
4/2/14,Tokina,Cinema,TC-116,Cinema 11-16mm T3.0,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Zoom Lenses,11-16mm,,77mm,BH-77A,"3.3 x 4.8"" (84.0 x 120.7mm)",,,,,,,,,,,,,,
11/3/15,Tokina,Cinema,TC-116,Cinema 11-16mm T3.0,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,11-16mm,,82mm,BH-77A,"3.3 x 3.8"" (84.0 x 97.0mm)",,,,,,,,,,,,,,
